date,product_id,product_name,item_name,brand,category,price,quantity,revenue
2023-06-14,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-11-04,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-10-13,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-10-28,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-07-30,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-07-12,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-12-16,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-10-16,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-12-20,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-01-29,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-12-24,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-02-15,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-09-04,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,7,63
2023-06-09,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-06-06,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-01-08,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-06-10,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-12-31,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,4,200
2023-04-09,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-12-11,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,4,60
2023-01-27,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-10-05,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-02-14,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-09-29,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-05-12,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-06-22,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,4,72
2023-01-05,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-09-05,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-05-28,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-02-24,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-03-21,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-06-18,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-09-07,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-01-25,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-08-16,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-06-13,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-02-27,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,5,50
2023-05-11,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-08-20,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-03-02,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-12-08,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-11-30,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-08-01,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-05-29,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-12-17,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-12-29,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-01-23,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-12-02,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-06-22,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-01-19,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-04-25,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-05-10,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-11-13,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-09-22,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-09-10,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-12-04,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-04-28,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-04-18,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-12-02,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-11-26,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-12-15,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-07-22,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,4,140
2023-02-23,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-03-29,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-12-18,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-03-07,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-03-31,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-10-07,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-12-02,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-01-26,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-03-12,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-05-25,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-04-15,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-09-21,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-03-19,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-01-21,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-04-24,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-08-16,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-05-04,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-08-27,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-07-19,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-11-30,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-12-12,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-10-29,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-05-31,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-11-19,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-11-12,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-09-18,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-09-03,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-03-26,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-07-02,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-03-08,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-08-07,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-07-05,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-06-12,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-05-03,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-06-24,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-02-05,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-05-19,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-04-07,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-04-27,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-02-21,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-02-24,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-04-16,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-02-28,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-11-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-04-17,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-11-12,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-10-14,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-11-17,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-03-18,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-03-12,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-08-11,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-11-29,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-04-02,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,4,72
2023-06-15,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-11-24,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-03-11,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-11-21,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-11-12,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-10-20,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-04-21,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,7,126
2023-06-04,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-11-22,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-11-03,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-10-04,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-10-04,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-08-19,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-01-17,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-01-06,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-07-06,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-10-16,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-10-06,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-08-27,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-06-06,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-04-10,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-01-18,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-01-21,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-12-05,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-07-16,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-06-30,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-08-20,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-02-04,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-07-02,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-06-21,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-07-26,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-08-09,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-06-01,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-09-11,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-09-13,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-12-10,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-10-05,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-05-17,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-02-18,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,5,25
2023-04-22,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-11-14,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-10-28,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-04-16,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,4,32
2023-11-17,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-09-01,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-01-24,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-07-22,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-09-08,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-01-09,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-03-25,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-04-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-09-12,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-07-17,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-01-04,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-05-16,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-04-09,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-12-04,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-05-10,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-11-30,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-05-19,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-03-19,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-07-31,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-06-11,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,5,75
2023-09-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-07-16,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-04-02,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-03-20,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-12-29,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-04-13,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-09-30,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-06-11,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-06-03,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-01-25,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,5,200
2023-09-14,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-03-01,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,6,108
2023-02-27,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-06-06,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-12-28,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-01-31,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-07-17,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-05-30,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-12-01,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-08-27,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-06-02,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-10-13,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-04-13,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-05-24,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-07-21,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-04-01,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-04-04,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-04-07,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-08-13,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-06-16,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-02-06,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-05-02,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-10-09,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-11-05,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-04-18,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-07-19,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-10-21,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-02-18,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-06-13,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-10-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-05-19,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-11-16,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-10-17,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-06-04,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-07-05,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-07-26,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-10-15,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-10-30,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-04-25,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-03-11,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-04-05,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-06-24,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-11-12,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-08-03,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-06-25,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-01-03,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-09-18,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-12-04,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-07-24,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-03-01,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,4,140
2023-09-13,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-01-26,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-05-01,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-12-30,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-01-27,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-02-26,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-12-04,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,4,80
2023-11-08,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-07-15,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-09-12,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-10-02,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-07-04,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-11-28,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-06-16,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-12-09,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-07-27,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-12-27,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-09-09,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,4,72
2023-11-28,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-03-06,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-11-12,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-07-30,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-10-20,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-04-14,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,4,80
2023-02-15,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-08-19,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-08-21,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-06-19,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-05-07,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-07-14,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-03-17,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,8,200
2023-01-04,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,4,32
2023-09-02,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-04-05,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-03-26,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-05-10,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-11-01,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,6,240
2023-03-02,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-10-16,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-03-15,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-03-17,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-04-20,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,5,20
2023-05-25,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-04-26,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-06-12,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-01-21,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,4,36
2023-04-19,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,6,240
2023-08-20,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-06-18,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-04-04,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-12-06,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-11-24,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-09-01,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-09-10,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-09-12,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-06-20,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,4,200
2023-11-12,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-02-26,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-02-03,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,6,240
2023-03-29,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-02-17,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-01-05,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-02-19,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-01-17,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-03-21,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-07-21,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-08-30,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-05-22,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,4,72
2023-12-08,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-02-12,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-12-13,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-10-25,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,5,25
2023-11-22,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-07-27,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-05-30,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-08-26,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-02-09,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-10-11,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-06-09,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
